ad_id,campaign_id,date,country,region,latitude,longitude,service,platform,campaign,impressions,clicks,conversions,ad_spend,attributed_revenue
AD-3852,CAM-712,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Google Ads,Lead Generation,19973,2303,255,4571.45,1364180.9
AD-7054,CAM-370,2026-05-07,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,Google Ads,Market Expansion,14462,1320,83,35476.84,1225923.26
AD-9107,CAM-475,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,LinkedIn Ads,Market Expansion,83247,8967,1191,45758.53,7072683.2
AD-6100,CAM-637,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Instagram Ads,Market Expansion,23322,628,77,44809.68,1206842.33
AD-7606,CAM-578,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,LinkedIn Ads,Growth Intelligence,3956,197,15,32711.24,206468.46
AD-4905,CAM-453,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Facebook Ads,Lead Generation,49707,2305,136,30421.82,1728628.57
AD-1091,CAM-559,2026-05-07,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,Instagram Ads,AI Awareness,50397,3843,599,27403.32,6798823.48
AD-8517,CAM-478,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Google Ads,Growth Intelligence,83325,3777,353,28460.22,1156517.7
AD-8809,CAM-492,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,YouTube Ads,Lead Generation,37459,1516,237,39550.7,1794634.81
AD-4737,CAM-358,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Facebook Ads,Market Expansion,5219,439,31,41780.19,405003.05
AD-6226,CAM-716,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,LinkedIn Ads,Growth Intelligence,9318,702,69,48669.42,404454.97
AD-1319,CAM-977,2026-05-07,Botswana,Maun,-19.9833,23.4167,Data Automation,YouTube Ads,Market Expansion,21160,872,27,26846.57,169794.79
AD-9845,CAM-650,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Google Ads,Lead Generation,73554,8639,338,32908.31,1073062.48
AD-7769,CAM-665,2026-05-07,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Google Ads,Market Expansion,65882,5345,682,5701.82,3263772.28
AD-6004,CAM-452,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Instagram Ads,Market Expansion,68995,1903,344,19804.93,4787273.62
AD-2218,CAM-256,2026-05-07,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,Google Ads,Market Expansion,55677,2016,391,28702.04,2713242.87
AD-8367,CAM-416,2026-05-07,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Instagram Ads,Digital Efficiency,3259,358,71,48080.22,415288.98
AD-3489,CAM-379,2026-05-07,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,YouTube Ads,Market Expansion,10470,278,31,2780.66,286217.72
AD-7604,CAM-653,2026-05-07,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,Facebook Ads,Market Expansion,73829,4558,831,35602.04,11723848.06
AD-8434,CAM-836,2026-05-07,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,LinkedIn Ads,Market Expansion,70616,1284,103,49490.2,302017.32
AD-5525,CAM-804,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,Facebook Ads,Digital Efficiency,68159,5648,636,35485.93,5328741.17
AD-5200,CAM-772,2026-05-07,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Facebook Ads,Lead Generation,3427,392,49,25600.35,479745.3
AD-9929,CAM-792,2026-05-07,Botswana,Maun,-19.9833,23.4167,BI Dashboard,YouTube Ads,Growth Intelligence,55447,2229,414,11825.6,2973559.95
AD-6876,CAM-212,2026-05-07,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Instagram Ads,Digital Efficiency,34615,1408,297,13769.9,1808057.8
AD-9630,CAM-904,2026-05-07,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Google Ads,Digital Efficiency,84272,3429,289,25696.33,3757714.62
AD-9659,CAM-345,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Facebook Ads,Market Expansion,27520,2128,93,17940.0,947309.41
AD-9655,CAM-795,2026-05-07,Botswana,Maun,-19.9833,23.4167,Forecasting Model,YouTube Ads,Lead Generation,70414,3513,201,44020.28,1756883.37
AD-6256,CAM-881,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,LinkedIn Ads,AI Awareness,73972,3629,153,38122.22,654407.76
AD-6402,CAM-335,2026-05-07,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,Facebook Ads,Growth Intelligence,79226,4788,768,44406.87,11770501.43
AD-8895,CAM-475,2026-05-07,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,Facebook Ads,Lead Generation,6943,349,66,45770.72,651994.42
AD-7872,CAM-939,2026-05-07,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Google Ads,Digital Efficiency,36380,3256,351,27453.48,2027858.01
AD-6888,CAM-561,2026-05-07,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,YouTube Ads,Growth Intelligence,58250,3143,456,49526.1,3588789.48
AD-1103,CAM-977,2026-05-07,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Google Ads,Market Expansion,77874,7762,1092,30638.1,9279368.74
AD-9101,CAM-412,2026-05-07,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Facebook Ads,Lead Generation,80831,4252,710,41840.83,6728173.62
AD-2941,CAM-817,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Instagram Ads,Market Expansion,2099,100,15,41178.65,141012.57
AD-4317,CAM-556,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,LinkedIn Ads,Growth Intelligence,40582,1382,173,24599.46,1582117.3
AD-2422,CAM-425,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Google Ads,AI Awareness,27703,2911,591,39921.1,1907776.73
AD-5284,CAM-573,2026-05-07,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,YouTube Ads,Market Expansion,61611,5006,151,21025.04,1711469.82
AD-9069,CAM-445,2026-05-07,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,Instagram Ads,AI Awareness,34178,3739,508,6247.9,2833930.33
AD-9986,CAM-400,2026-05-07,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,LinkedIn Ads,Market Expansion,32433,1624,216,9264.89,1675246.34
AD-2091,CAM-888,2026-05-07,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,YouTube Ads,Market Expansion,2070,175,35,23137.29,438050.1
AD-9494,CAM-544,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,Forecasting Model,Instagram Ads,Market Expansion,70710,3169,444,42990.56,6946106.07
AD-6415,CAM-433,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,LinkedIn Ads,Growth Intelligence,47794,4711,573,18490.48,3529966.77
AD-4268,CAM-313,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,LinkedIn Ads,Market Expansion,2208,115,10,19295.18,54517.41
AD-3927,CAM-350,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,YouTube Ads,AI Awareness,10829,941,114,8596.26,490592.0
AD-1913,CAM-784,2026-05-07,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Instagram Ads,AI Awareness,5212,451,21,33925.41,154789.16
AD-8411,CAM-279,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Instagram Ads,Lead Generation,68099,5212,1124,40185.43,16497289.75
AD-7991,CAM-174,2026-05-07,Botswana,Maun,-19.9833,23.4167,BI Dashboard,Google Ads,Growth Intelligence,21855,811,118,5547.61,1343781.17
AD-2805,CAM-766,2026-05-07,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,LinkedIn Ads,Growth Intelligence,38445,3422,590,24588.58,8602637.46
AD-7327,CAM-899,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,Instagram Ads,Growth Intelligence,76570,3604,403,31192.01,3648574.37
AD-5546,CAM-950,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Facebook Ads,Digital Efficiency,74340,7310,1227,50004.82,9167714.94
AD-8208,CAM-313,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,YouTube Ads,Growth Intelligence,82119,9075,1550,34149.92,12054197.49
AD-8582,CAM-351,2026-05-07,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,Facebook Ads,AI Awareness,80627,7171,389,31258.04,4080277.4
AD-1671,CAM-627,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,YouTube Ads,Market Expansion,8792,210,31,36861.34,320990.6
AD-4593,CAM-522,2026-05-07,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,LinkedIn Ads,Growth Intelligence,56819,4476,903,48153.67,4017491.98
AD-7569,CAM-105,2026-05-07,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,LinkedIn Ads,Market Expansion,82893,9792,1441,2685.98,5132393.21
AD-8935,CAM-914,2026-05-07,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,LinkedIn Ads,Market Expansion,82969,6846,1477,12790.68,18172244.51
AD-2480,CAM-643,2026-05-07,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,YouTube Ads,AI Awareness,52766,5782,217,46887.08,2092825.86
AD-2923,CAM-821,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,Data Automation,Google Ads,AI Awareness,26965,2359,151,41212.1,2197030.41
AD-5035,CAM-507,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,YouTube Ads,AI Awareness,10796,936,160,44095.77,1630214.51
AD-4783,CAM-108,2026-05-07,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Instagram Ads,Digital Efficiency,42565,3311,214,21517.2,3169163.24
AD-9701,CAM-117,2026-05-07,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,YouTube Ads,Lead Generation,21403,1701,158,29387.71,2079927.73
AD-3039,CAM-346,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,YouTube Ads,Market Expansion,37500,4441,794,15859.02,8381693.83
AD-3936,CAM-169,2026-05-07,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Google Ads,Lead Generation,24273,912,118,40471.05,1410976.82
AD-2879,CAM-564,2026-05-07,Botswana,Maun,-19.9833,23.4167,Data Automation,LinkedIn Ads,Digital Efficiency,14708,1093,161,38048.12,1316495.05
AD-6722,CAM-478,2026-05-07,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Facebook Ads,Digital Efficiency,39740,2862,557,20256.89,4767323.83
AD-3127,CAM-965,2026-05-07,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Google Ads,Growth Intelligence,15950,1393,198,49703.12,3126779.18
AD-6406,CAM-581,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,Google Ads,Market Expansion,74467,3461,719,24329.65,8734968.41
AD-2408,CAM-617,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,LinkedIn Ads,Lead Generation,72240,6750,658,27911.17,7528066.46
AD-1030,CAM-147,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,LinkedIn Ads,Market Expansion,5666,412,72,24715.1,585931.16
AD-4749,CAM-125,2026-05-07,Botswana,Francistown,-21.1702,27.5079,Data Automation,Facebook Ads,Digital Efficiency,21275,419,14,27984.68,107927.99
AD-7411,CAM-932,2026-05-07,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Facebook Ads,Growth Intelligence,41401,1946,123,42376.4,772301.22
AD-4945,CAM-432,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,Facebook Ads,AI Awareness,82243,2075,198,31073.39,1826393.0
AD-1993,CAM-416,2026-05-07,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Facebook Ads,Lead Generation,17089,1216,259,42565.22,3619602.83
AD-6489,CAM-761,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Google Ads,Digital Efficiency,69267,4846,686,19380.54,4446535.6
AD-3865,CAM-814,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Facebook Ads,Lead Generation,63505,6014,886,9171.32,5658491.36
AD-3489,CAM-909,2026-05-07,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,Instagram Ads,Digital Efficiency,47441,5068,1059,11344.18,10477126.63
AD-4093,CAM-131,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Google Ads,Market Expansion,16118,435,28,4708.4,360530.29
AD-9711,CAM-673,2026-05-07,Botswana,Francistown,-21.1702,27.5079,Data Automation,Google Ads,AI Awareness,71900,1738,311,44041.54,1731047.96
AD-4010,CAM-731,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,LinkedIn Ads,Digital Efficiency,41832,2805,245,16909.07,654135.47
AD-7917,CAM-532,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Instagram Ads,Market Expansion,22112,359,21,36114.85,123708.77
AD-3485,CAM-378,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Facebook Ads,Growth Intelligence,62647,953,49,7103.09,347249.76
AD-9538,CAM-841,2026-05-07,Botswana,Maun,-19.9833,23.4167,AI Chatbot,YouTube Ads,AI Awareness,73961,1228,76,7537.29,926068.96
AD-8711,CAM-825,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Google Ads,Lead Generation,53597,3651,789,13799.59,9595457.44
AD-6373,CAM-665,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Google Ads,AI Awareness,3795,268,14,22932.61,144499.06
AD-2482,CAM-881,2026-05-07,Botswana,Maun,-19.9833,23.4167,HR Analytics,Facebook Ads,Market Expansion,18383,452,97,40373.17,642033.99
AD-3356,CAM-125,2026-05-07,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,Facebook Ads,Lead Generation,15121,1751,139,32760.53,557279.95
AD-8593,CAM-454,2026-05-07,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,LinkedIn Ads,AI Awareness,20145,1007,75,14106.53,921148.29
AD-5022,CAM-183,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Google Ads,Growth Intelligence,56037,1811,380,24066.06,5278033.01
AD-5693,CAM-515,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,Google Ads,Digital Efficiency,11375,1163,209,51523.55,1456546.94
AD-9647,CAM-692,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,Google Ads,Growth Intelligence,79545,3015,349,33538.4,2551107.35
AD-1272,CAM-706,2026-05-07,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Instagram Ads,Lead Generation,83387,9948,1741,51899.22,26502343.93
AD-8949,CAM-624,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Google Ads,Growth Intelligence,12099,268,30,23019.92,85759.35
AD-8523,CAM-436,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Google Ads,Digital Efficiency,22239,795,93,9071.66,1392666.74
AD-2478,CAM-251,2026-05-07,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Instagram Ads,Lead Generation,71600,5540,1203,9467.87,9064636.27
AD-3616,CAM-458,2026-05-07,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,YouTube Ads,Digital Efficiency,12751,1453,224,23470.88,2223217.29
AD-9634,CAM-149,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,LinkedIn Ads,AI Awareness,53553,2886,432,39513.85,2423922.12
AD-4727,CAM-568,2026-05-07,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Google Ads,Growth Intelligence,33006,1379,103,45501.73,1635751.62
AD-8325,CAM-601,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,YouTube Ads,Growth Intelligence,64348,4364,398,36209.53,4931104.54
AD-8210,CAM-134,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,Instagram Ads,Market Expansion,58837,2521,280,9960.54,3887725.83
AD-3238,CAM-191,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,LinkedIn Ads,AI Awareness,71893,2898,167,46450.34,1987742.24
AD-6064,CAM-757,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Facebook Ads,Market Expansion,58422,5859,1162,36209.16,16260923.71
AD-4704,CAM-289,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Facebook Ads,AI Awareness,68677,7716,324,8198.23,2167302.99
AD-3481,CAM-426,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,LinkedIn Ads,AI Awareness,52708,5785,1010,15843.18,9321951.34
AD-5103,CAM-895,2026-05-07,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,Google Ads,Lead Generation,74792,2240,469,47523.72,6247801.37
AD-9781,CAM-395,2026-05-07,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,Instagram Ads,Growth Intelligence,24904,555,81,29270.66,885798.84
AD-8402,CAM-143,2026-05-07,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,YouTube Ads,Market Expansion,31921,849,58,23310.37,342224.89
AD-9271,CAM-331,2026-05-07,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,YouTube Ads,Digital Efficiency,57906,2010,62,46465.86,880243.61
AD-7184,CAM-436,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Instagram Ads,AI Awareness,26570,1067,170,9082.79,2167076.77
AD-2625,CAM-376,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,YouTube Ads,Growth Intelligence,29061,653,78,22553.36,278683.62
AD-7313,CAM-344,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,Google Ads,Digital Efficiency,30065,2536,267,18435.91,1739164.56
AD-6261,CAM-343,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,Instagram Ads,Lead Generation,25042,636,48,9596.06,472025.61
AD-4149,CAM-492,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,YouTube Ads,Market Expansion,76932,8082,627,42690.77,2794196.61
AD-6993,CAM-921,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Google Ads,Growth Intelligence,56406,4904,554,6329.04,5961647.09
AD-8512,CAM-919,2026-05-07,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Google Ads,Digital Efficiency,41039,2853,180,8297.32,842271.12
AD-3653,CAM-753,2026-05-07,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Facebook Ads,Growth Intelligence,14131,1485,194,34724.28,2880665.97
AD-4728,CAM-523,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Facebook Ads,Lead Generation,60372,3398,151,18834.91,481983.05
AD-9803,CAM-211,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,YouTube Ads,Digital Efficiency,8620,623,58,33793.34,409214.48
AD-7851,CAM-768,2026-05-07,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Google Ads,Lead Generation,34638,2114,184,42099.7,2780883.83
AD-9778,CAM-779,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Instagram Ads,Lead Generation,30684,738,157,26416.65,1201200.47
AD-1643,CAM-875,2026-05-07,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,Google Ads,Digital Efficiency,78599,7867,1622,49363.67,12874996.12
AD-7445,CAM-878,2026-05-07,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,LinkedIn Ads,Digital Efficiency,68100,4218,259,48498.78,790775.09
AD-4939,CAM-570,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,Google Ads,Digital Efficiency,63839,7514,635,40929.16,9191597.26
AD-9846,CAM-300,2026-05-07,Botswana,Maun,-19.9833,23.4167,BI Dashboard,LinkedIn Ads,Market Expansion,17825,383,17,48451.4,210510.84
AD-8504,CAM-553,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,YouTube Ads,Growth Intelligence,81044,9369,428,31021.58,1440455.45
AD-8412,CAM-425,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,YouTube Ads,Market Expansion,48973,3397,352,44854.71,3111260.84
AD-4313,CAM-141,2026-05-07,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,YouTube Ads,Digital Efficiency,6718,505,98,44023.38,1533054.69
AD-8993,CAM-582,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,HR Analytics,YouTube Ads,Digital Efficiency,14821,324,46,50909.97,547498.6
AD-2547,CAM-119,2026-05-07,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,LinkedIn Ads,Growth Intelligence,33203,2120,274,39473.98,3635030.38
AD-2216,CAM-403,2026-05-07,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Instagram Ads,Digital Efficiency,26852,1765,307,49723.44,3979945.36
AD-6255,CAM-480,2026-05-07,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Google Ads,Digital Efficiency,67028,5229,923,42190.39,10533618.6
AD-1380,CAM-260,2026-05-07,Zambia,Lusaka,-15.3875,28.3228,Data Automation,Instagram Ads,Lead Generation,5355,277,27,38399.0,104110.54
AD-6843,CAM-500,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,LinkedIn Ads,Growth Intelligence,14265,476,46,46910.91,609654.54
AD-5029,CAM-144,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Facebook Ads,AI Awareness,34837,2761,427,27807.5,5965739.68
AD-8843,CAM-473,2026-05-07,Botswana,Maun,-19.9833,23.4167,BI Dashboard,YouTube Ads,Market Expansion,42882,1662,137,15667.95,1118439.69
AD-8529,CAM-653,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,LinkedIn Ads,Lead Generation,53326,907,172,42128.88,2216428.57
AD-7577,CAM-778,2026-05-07,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Instagram Ads,Lead Generation,35362,988,185,43228.73,2781381.17
AD-1091,CAM-595,2026-05-07,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,LinkedIn Ads,Lead Generation,11927,1320,250,42804.98,3889871.17
AD-5274,CAM-120,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,LinkedIn Ads,Market Expansion,5271,371,47,11016.08,470970.75
AD-6551,CAM-214,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,HR Analytics,Facebook Ads,Lead Generation,9461,155,22,33256.04,343686.33
AD-8340,CAM-272,2026-05-07,Botswana,Maun,-19.9833,23.4167,Process Optimisation,Instagram Ads,Growth Intelligence,55526,4832,689,49944.31,8576487.88
AD-8257,CAM-151,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,YouTube Ads,Lead Generation,17420,1347,249,21214.11,3312196.52
AD-7452,CAM-241,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Facebook Ads,Growth Intelligence,11922,699,75,12513.3,627309.79
AD-4605,CAM-765,2026-05-07,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,YouTube Ads,Digital Efficiency,68583,1226,37,49433.59,534646.41
AD-4159,CAM-283,2026-05-07,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,LinkedIn Ads,Growth Intelligence,68340,4630,225,39381.27,643716.76
AD-8896,CAM-899,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Facebook Ads,Growth Intelligence,31294,2827,548,34174.31,6712467.71
AD-3733,CAM-188,2026-05-07,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Facebook Ads,Digital Efficiency,25510,2819,613,48798.08,4376635.8
AD-6781,CAM-246,2026-05-07,Botswana,Francistown,-21.1702,27.5079,HR Analytics,YouTube Ads,Lead Generation,62771,2276,142,48453.6,1802566.37
AD-7321,CAM-110,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,LinkedIn Ads,Market Expansion,55086,6404,544,4559.93,3677921.24
AD-9074,CAM-651,2026-05-07,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Google Ads,Market Expansion,63409,5653,545,24489.21,1405934.8
AD-3592,CAM-963,2026-05-07,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,LinkedIn Ads,Growth Intelligence,20763,1873,277,34650.23,1750042.91
AD-8488,CAM-429,2026-05-07,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Instagram Ads,AI Awareness,13826,513,100,13855.53,541832.49
AD-3455,CAM-984,2026-05-07,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Google Ads,Growth Intelligence,49920,2855,351,21028.84,4816077.39
AD-6443,CAM-971,2026-05-07,Botswana,Maun,-19.9833,23.4167,Forecasting Model,Instagram Ads,Lead Generation,71154,2647,416,9140.78,2159416.94
AD-4024,CAM-931,2026-05-07,Botswana,Maun,-19.9833,23.4167,HR Analytics,Instagram Ads,Market Expansion,36808,4048,425,43461.42,3545007.62
